495,18,19,18,19,22,23,18,19,18,19,492,493,180,181,181,182,181,181,181,181,182,181,182,183
527,2,3,2,3,6,7,2,3,2,3,492,525,220,221,221,222,43,44,45,46,221,222,222,223
527,18,19,18,19,22,23,18,19,18,19,524,493,188,189,189,190,115,116,117,118,189,190,190,191
495,2,3,2,3,6,7,2,3,2,3,492,493,220,221,221,222,187,188,189,190,221,222,222,223
527,18,19,18,19,22,23,18,19,18,19,524,525,252,253,253,254,259,260,261,262,253,254,254,255
495,2,3,2,3,6,7,2,3,2,3,492,493,493,494,493,494,493,494,493,494,493,494,493,494
527,18,19,18,19,22,23,18,19,18,19,524,525,525,526,525,526,525,526,525,526,525,526,525,526
495,2,3,2,3,6,7,2,3,2,3,524,525,525,526,525,526,525,526,525,526,525,526,525,526
495,18,19,18,19,22,23,18,19,18,19,556,557,557,558,557,558,557,558,557,558,557,558,430,494
495,2,3,2,3,6,7,2,3,2,3,8,9,2,3,2,3,2,3,2,3,2,3,492,493
495,18,19,18,19,22,23,18,19,18,19,24,25,18,19,18,19,18,19,18,19,18,19,524,493
495,2,3,2,3,6,7,2,3,2,3,8,9,4,5,4,5,4,5,4,5,4,5,492,493
495,18,19,18,19,22,23,18,19,18,19,24,25,20,21,20,21,20,21,20,21,20,21,524,493
495,2,3,2,3,6,7,2,3,2,3,8,9,2,3,2,3,2,3,2,3,2,3,492,493
495,18,19,18,19,22,23,18,19,18,19,24,25,18,19,18,19,18,19,18,19,18,19,524,493
495,2,3,2,3,6,7,2,3,2,3,460,461,461,462,461,462,461,462,461,462,461,462,398,493
495,18,19,18,19,22,23,18,19,18,19,492,493,494,493,268,269,270,269,270,269,270,269,270,271
495,2,3,2,3,6,7,2,3,2,3,492,493,494,525,300,301,302,301,302,301,302,301,302,303
495,18,19,18,19,22,23,18,19,18,19,524,525,526,493,332,333,334,260,261,262,263,333,334,303
495,2,3,2,3,6,7,2,3,2,3,492,493,494,525,300,301,302,292,293,294,295,301,302,335
495,18,19,18,19,22,23,18,19,18,19,524,525,526,493,332,333,334,324,325,326,327,333,334,303
495,2,3,2,3,6,7,2,3,2,3,492,493,494,525,300,301,302,356,357,358,359,301,302,335
495,18,19,18,19,22,23,18,19,18,19,524,525,526,493,332,333,334,333,334,333,334,333,334,335
527,2,3,2,3,6,7,2,3,2,3,492,493,494,525,364,365,365,366,365,366,365,366,366,367
495,10,11,10,11,10,11,10,11,10,11,524,525,526,493,494,493,494,493,494,493,494,525,526,493
527,26,27,26,27,26,27,26,27,26,27,492,8,9,10,11,8,9,10,11,525,526,493,494,493
495,18,19,18,19,22,23,18,19,18,19,524,72,73,74,75,72,73,74,75,493,494,525,526,493
527,2,3,2,3,6,7,2,3,2,3,492,40,8,73,74,9,41,42,43,525,526,493,494,493
495,18,19,18,19,22,23,18,19,18,19,524,72,104,297,298,107,73,74,75,493,494,525,526,493
527,2,3,2,3,6,7,2,3,2,3,492,40,40,169,170,41,41,42,43,525,526,493,494,493
495,18,19,18,19,22,23,18,19,18,19,524,72,73,74,75,72,73,74,75,493,494,525,526,493
527,2,3,2,3,6,7,2,3,2,3,492,104,105,106,107,104,105,106,107,525,526,493,494,493
495,18,19,18,19,22,23,18,19,18,19,524,136,136,137,138,137,138,139,139,493,494,525,526,493
527,2,3,2,3,6,7,2,3,2,3,492,168,168,169,170,169,170,168,171,525,526,493,494,493
495,18,19,18,19,22,23,18,19,18,19,524,200,200,201,202,201,202,200,203,493,494,525,526,493
527,2,3,2,3,6,7,2,3,2,3,492,168,168,169,170,169,170,168,171,525,526,493,494,493
495,18,19,18,19,22,23,18,19,18,19,524,74,75,201,202,201,202,200,203,493,494,525,526,493
527,2,3,2,3,6,7,2,3,2,3,492,90,91,169,170,169,170,168,171,525,526,493,494,493
495,18,19,18,19,22,23,18,19,18,19,524,200,200,201,202,201,202,200,203,493,494,525,526,493
527,2,3,2,3,6,7,2,3,2,3,492,168,168,169,170,169,170,168,171,525,526,493,494,493
495,18,19,18,19,22,23,18,19,18,19,524,200,200,201,202,201,202,200,203,493,494,525,526,493
527,2,3,2,3,6,7,2,3,2,3,492,168,168,169,170,169,170,168,171,525,526,493,494,493
495,18,19,18,19,22,23,18,19,18,19,524,200,200,201,202,201,202,200,203,493,494,525,526,493
527,2,3,2,3,6,7,2,3,2,3,492,168,168,169,170,169,170,168,171,525,526,493,494,493
495,18,19,18,19,22,23,18,19,18,19,524,200,200,201,202,201,202,200,203,493,494,525,526,493
527,2,3,2,3,6,7,2,3,2,3,492,232,232,233,234,233,234,232,235,525,526,493,494,493
495,18,19,18,19,22,23,18,19,18,19,524,493,494,493,494,493,494,493,494,493,494,525,526,493
527,2,3,2,3,6,7,2,3,2,3,492,493,493,493,493,493,493,493,493,493,493,493,493,493
495,18,19,18,19,22,23,18,19,18,19,524,525,525,525,525,525,525,525,525,525,525,525,525,493
527,2,3,2,3,6,7,2,3,2,3,492,493,493,493,493,493,493,493,493,493,493,493,493,493
